Ingredient,Strength
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
THEOPHYLLINE,65MG
THEOPHYLLINE,130MG
THEOPHYLLINE,260MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
CYCLOBENZAPRINE HYDROCHLORIDE,15MG
CYCLOBENZAPRINE HYDROCHLORIDE,30MG
MESALAMINE,375MG
METHYLPHENIDATE HYDROCHLORIDE,10MG
METHYLPHENIDATE HYDROCHLORIDE,15MG
METHYLPHENIDATE HYDROCHLORIDE,20MG
METHYLPHENIDATE HYDROCHLORIDE,30MG
METHYLPHENIDATE HYDROCHLORIDE,40MG
METHYLPHENIDATE HYDROCHLORIDE,50MG
METHYLPHENIDATE HYDROCHLORIDE,60MG
TRIHEXYPHENIDYL HYDROCHLORIDE,5MG
TRIHEXYPHENIDYL HYDROCHLORIDE,5MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
ASPIRIN,25MG
ASPIRIN,200MG
DIPYRIDAMOLE,25MG
DIPYRIDAMOLE,200MG
TACROLIMUS,EQ 0.5MG BASE
TACROLIMUS,EQ 1MG BASE
TACROLIMUS,EQ 5MG BASE
MORPHINE SULFATE,30MG
MORPHINE SULFATE,45MG
MORPHINE SULFATE,60MG
MORPHINE SULFATE,75MG
MORPHINE SULFATE,90MG
MORPHINE SULFATE,120MG
AMPHETAMINE RESIN COMPLEX,EQ 6.25MG BASE
AMPHETAMINE RESIN COMPLEX,EQ 6.25MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 6.25MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 6.25MG BASE
AMPHETAMINE RESIN COMPLEX,EQ 10MG BASE
AMPHETAMINE RESIN COMPLEX,EQ 10MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 10MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 10MG BASE
AMPHETAMINE RESIN COMPLEX,EQ 3.75MG BASE
AMPHETAMINE RESIN COMPLEX,EQ 3.75MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 3.75MG BASE
DEXTROAMPHETAMINE RESIN COMPLEX,EQ 3.75MG BASE
PHENDIMETRAZINE TARTRATE,105MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,300MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,300MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,300MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,300MG
CARBAMAZEPINE,100MG
CARBAMAZEPINE,200MG
CARBAMAZEPINE,300MG
NICARDIPINE HYDROCHLORIDE,30MG
NICARDIPINE HYDROCHLORIDE,45MG
NICARDIPINE HYDROCHLORIDE,60MG
DILTIAZEM HYDROCHLORIDE,120MG
DILTIAZEM HYDROCHLORIDE,180MG
DILTIAZEM HYDROCHLORIDE,240MG
DILTIAZEM HYDROCHLORIDE,300MG
DILTIAZEM HYDROCHLORIDE,360MG
DILTIAZEM HYDROCHLORIDE,60MG
DILTIAZEM HYDROCHLORIDE,90MG
DILTIAZEM HYDROCHLORIDE,120MG
DILTIAZEM HYDROCHLORIDE,180MG
DILTIAZEM HYDROCHLORIDE,120MG
DILTIAZEM HYDROCHLORIDE,180MG
DILTIAZEM HYDROCHLORIDE,240MG
DILTIAZEM HYDROCHLORIDE,300MG
CHLORPHENIRAMINE MALEATE,12MG
CHLORPHENIRAMINE MALEATE,12MG
CHLORPHENIRAMINE MALEATE,120MG
PSEUDOEPHEDRINE HYDROCHLORIDE,12MG
PSEUDOEPHEDRINE HYDROCHLORIDE,120MG
CHLORPHENIRAMINE MALEATE,12MG
CHLORPHENIRAMINE MALEATE,75MG
PHENYLPROPANOLAMINE HYDROCHLORIDE,12MG
PHENYLPROPANOLAMINE HYDROCHLORIDE,75MG
CHLORPHENIRAMINE MALEATE,8MG
CHLORPHENIRAMINE MALEATE,75MG
PHENYLPROPANOLAMINE HYDROCHLORIDE,8MG
PHENYLPROPANOLAMINE HYDROCHLORIDE,75MG
PROCHLORPERAZINE MALEATE,EQ 10MG BASE
PROCHLORPERAZINE MALEATE,EQ 10MG BASE
PROCHLORPERAZINE MALEATE,EQ 15MG BASE
PROCHLORPERAZINE MALEATE,EQ 15MG BASE
PROCHLORPERAZINE MALEATE,EQ 30MG BASE
PROCHLORPERAZINE MALEATE,EQ 75MG BASE
TRAMADOL HYDROCHLORIDE,100MG
TRAMADOL HYDROCHLORIDE,150MG
TRAMADOL HYDROCHLORIDE,200MG
TRAMADOL HYDROCHLORIDE,300MG
CARVEDILOL PHOSPHATE,10MG
CARVEDILOL PHOSPHATE,20MG
CARVEDILOL PHOSPHATE,40MG
CARVEDILOL PHOSPHATE,80MG
CYCLOBENZAPRINE HYDROCHLORIDE,15MG
CYCLOBENZAPRINE HYDROCHLORIDE,30MG
TOLTERODINE TARTRATE,2MG
TOLTERODINE TARTRATE,4MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,10MG
DEXTROAMPHETAMINE SULFATE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,5MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,10MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,20MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,5MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,10MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,20MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,40MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,5MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,10MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,20MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,25MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,35MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,40MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,5MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,10MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,20MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE,40MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE ASPARTATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
AMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SACCHARATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
DEXTROAMPHETAMINE SULFATE,1.25MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE ASPARTATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
AMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SACCHARATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
DEXTROAMPHETAMINE SULFATE,2.5MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE ASPARTATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
AMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SACCHARATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
DEXTROAMPHETAMINE SULFATE,3.75MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE ASPARTATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
AMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SACCHARATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,5MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE ASPARTATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
AMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SACCHARATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
DEXTROAMPHETAMINE SULFATE,6.25MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE ASPARTATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
AMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SACCHARATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,7.5MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,10MG
DEXTROAMPHETAMINE SULFATE,15MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,10MG
DEXTROAMPHETAMINE SULFATE,15MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,10MG
DEXTROAMPHETAMINE SULFATE,15MG
DEXTROAMPHETAMINE SULFATE,5MG
DEXTROAMPHETAMINE SULFATE,10MG
DEXTROAMPHETAMINE SULFATE,15MG
