Ingredient	Strength
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	5MG;5MG;5MG;5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	6.25MG;6.25MG;6.25MG;6.25MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	7.5MG;7.5MG;7.5MG;7.5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	1.25MG;1.25MG;1.25MG;1.25MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	2.5MG;2.5MG;2.5MG;2.5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	3.75MG;3.75MG;3.75MG;3.75MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	5MG;5MG;5MG;5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	6.25MG;6.25MG;6.25MG;6.25MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	7.5MG;7.5MG;7.5MG;7.5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	1.25MG;1.25MG;1.25MG;1.25MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	2.5MG;2.5MG;2.5MG;2.5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	3.75MG;3.75MG;3.75MG;3.75MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	5MG;5MG;5MG;5MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	6.25MG;6.25MG;6.25MG;6.25MG
AMPHETAMINE ASPARTATE; AMPHETAMINE SULFATE; DEXTROAMPHETAMINE SACCHARATE; DEXTROAMPHETAMINE SULFATE	7.5MG;7.5MG;7.5MG;7.5MG
DEXTROAMPHETAMINE SULFATE	5MG
DEXTROAMPHETAMINE SULFATE	10MG
DEXTROAMPHETAMINE SULFATE	15MG
DEXTROAMPHETAMINE SULFATE	5MG
DEXTROAMPHETAMINE SULFATE	10MG
DEXTROAMPHETAMINE SULFATE	15MG
DEXTROAMPHETAMINE SULFATE	5MG
DEXTROAMPHETAMINE SULFATE	10MG
DEXTROAMPHETAMINE SULFATE	15MG
DEXTROAMPHETAMINE SULFATE	5MG
DEXTROAMPHETAMINE SULFATE	10MG
DEXTROAMPHETAMINE SULFATE	15MG
DEXTROAMPHETAMINE SULFATE	5MG
DEXTROAMPHETAMINE SULFATE	10MG
DEXTROAMPHETAMINE SULFATE	15MG
ACETAZOLAMIDE	500MG
DILTIAZEM HYDROCHLORIDE	120MG 
DILTIAZEM HYDROCHLORIDE	180MG 
DILTIAZEM HYDROCHLORIDE	240MG 
ISOSORBIDE DINITRATE	40MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	60MG
DILTIAZEM HYDROCHLORIDE	90MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	420MG
DILTIAZEM HYDROCHLORIDE	60MG
DILTIAZEM HYDROCHLORIDE	90MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	420MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	420MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	60MG
DILTIAZEM HYDROCHLORIDE	90MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DISOPYRAMIDE PHOSPHATE	EQ 150MG BASE
ASPIRIN	162.5MG
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 100MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
THEOPHYLLINE	125MG
THEOPHYLLINE	250MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	20MG;0.8MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	30MG;1.2MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	50MG;2MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	60MG;2.4MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	80MG;3.2MG
MORPHINE SULFATE; NALTREXONE HYDROCHLORIDE	100MG;4MG
CARBAMAZEPINE	100MG
CARBAMAZEPINE	200MG
CARBAMAZEPINE	300MG
LEVOMILNACIPRAN HYDROCHLORIDE	EQ 20MG BASE
LEVOMILNACIPRAN HYDROCHLORIDE	EQ 40MG BASE
LEVOMILNACIPRAN HYDROCHLORIDE	EQ 80MG BASE
LEVOMILNACIPRAN HYDROCHLORIDE	EQ 120MG BASE
FLUVOXAMINE MALEATE	100MG
FLUVOXAMINE MALEATE	150MG
FLUVOXAMINE MALEATE	100MG
FLUVOXAMINE MALEATE	150MG
FLUVOXAMINE MALEATE	100MG
FLUVOXAMINE MALEATE	150MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	5MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	10MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	15MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	20MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	25MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	30MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	35MG
DEXMETHYLPHENIDATE HYDROCHLORIDE	40MG
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
DIPHENYLPYRALINE HYDROCHLORIDE	5MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE	50MG;120MG
HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE	50MG;160MG
HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE	50MG;80MG
INDOMETHACIN	75MG 
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
INDOMETHACIN	75MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PHENTERMINE RESIN COMPLEX	EQ 15MG BASE 
PHENTERMINE RESIN COMPLEX	EQ 30MG BASE 
CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE	8MG;120MG
ISOSORBIDE DINITRATE	40MG
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
MORPHINE SULFATE	10MG
MORPHINE SULFATE	20MG
MORPHINE SULFATE	30MG
MORPHINE SULFATE	40MG
MORPHINE SULFATE	50MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	70MG
MORPHINE SULFATE	80MG
MORPHINE SULFATE	100MG
MORPHINE SULFATE	130MG
MORPHINE SULFATE	150MG
MORPHINE SULFATE	200MG
KETOPROFEN	100MG
KETOPROFEN	150MG
KETOPROFEN	200MG
KETOPROFEN	200MG
KETOPROFEN	100MG
KETOPROFEN	150MG
KETOPROFEN	200MG
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
CHLORDIAZEPOXIDE	30MG
FLUVOXAMINE MALEATE	100MG
FLUVOXAMINE MALEATE	150MG
PHENDIMETRAZINE TARTRATE	105MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;14MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;28MG
MEPROBAMATE	200MG
MEPROBAMATE	400MG
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	50MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	50MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	50MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	50MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
MORPHINE SULFATE	30MG
MORPHINE SULFATE	45MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	75MG
MORPHINE SULFATE	90MG
MORPHINE SULFATE	120MG
MORPHINE SULFATE	20MG
MORPHINE SULFATE	30MG
MORPHINE SULFATE	50MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	80MG
MORPHINE SULFATE	100MG
MORPHINE SULFATE	20MG
MORPHINE SULFATE	30MG
MORPHINE SULFATE	50MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	80MG
MORPHINE SULFATE	100MG
MORPHINE SULFATE	20MG
MORPHINE SULFATE	30MG
MORPHINE SULFATE	40MG
MORPHINE SULFATE	50MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	70MG
MORPHINE SULFATE	80MG
MORPHINE SULFATE	100MG
MORPHINE SULFATE	10MG
MORPHINE SULFATE	20MG
MORPHINE SULFATE	30MG
MORPHINE SULFATE	50MG
MORPHINE SULFATE	60MG
MORPHINE SULFATE	80MG
MORPHINE SULFATE	100MG
MEMANTINE HYDROCHLORIDE	7MG
MEMANTINE HYDROCHLORIDE	14MG
MEMANTINE HYDROCHLORIDE	21MG
MEMANTINE HYDROCHLORIDE	28MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;7MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;14MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;21MG
DONEPEZIL HYDROCHLORIDE; MEMANTINE HYDROCHLORIDE	10MG;28MG
DISOPYRAMIDE PHOSPHATE	EQ 100MG BASE
DISOPYRAMIDE PHOSPHATE	EQ 150MG BASE
PSEUDOEPHEDRINE HYDROCHLORIDE	120MG
KETOPROFEN	100MG 
KETOPROFEN	150MG 
KETOPROFEN	200MG 
HYDROMORPHONE HYDROCHLORIDE	12MG
HYDROMORPHONE HYDROCHLORIDE	16MG
HYDROMORPHONE HYDROCHLORIDE	24MG
HYDROMORPHONE HYDROCHLORIDE	32MG
MESALAMINE	250MG
MESALAMINE	500MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENDIMETRAZINE TARTRATE	105MG
PHENTERMINE RESIN COMPLEX	EQ 30MG BASE
PHENTERMINE RESIN COMPLEX	EQ 15MG BASE
PHENTERMINE RESIN COMPLEX	EQ 30MG BASE
PINACIDIL	12.5MG
PINACIDIL	25MG
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
POTASSIUM CHLORIDE	8MEQ
POTASSIUM CHLORIDE	10MEQ
PROPAFENONE HYDROCHLORIDE	225MG
PROPAFENONE HYDROCHLORIDE	325MG
PROPAFENONE HYDROCHLORIDE	425MG
PROPAFENONE HYDROCHLORIDE	225MG
PROPAFENONE HYDROCHLORIDE	325MG
PROPAFENONE HYDROCHLORIDE	425MG
PROPAFENONE HYDROCHLORIDE	225MG
PROPAFENONE HYDROCHLORIDE	325MG
PROPAFENONE HYDROCHLORIDE	425MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
PROPRANOLOL HYDROCHLORIDE	60MG
PROPRANOLOL HYDROCHLORIDE	80MG
PROPRANOLOL HYDROCHLORIDE	120MG
PROPRANOLOL HYDROCHLORIDE	160MG
CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE	8MG;120MG
CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE	8MG;120MG
CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE	12MG;120MG
CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE	12MG;120MG
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE	EQ 3.75MG BASE;23MG
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE	EQ 7.5MG BASE;46MG
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE	EQ 11.25MG BASE;69MG
PHENTERMINE HYDROCHLORIDE; TOPIRAMATE	EQ 15MG BASE;92MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	150MG
TOPIRAMATE	200MG
CALCIFEDIOL	0.03MG
GALANTAMINE HYDROBROMIDE	EQ 8MG BASE
GALANTAMINE HYDROBROMIDE	EQ 16MG BASE
GALANTAMINE HYDROBROMIDE	EQ 24MG BASE
METHYLPHENIDATE HYDROCHLORIDE	10MG
METHYLPHENIDATE HYDROCHLORIDE	20MG
METHYLPHENIDATE HYDROCHLORIDE	30MG
METHYLPHENIDATE HYDROCHLORIDE	40MG
METHYLPHENIDATE HYDROCHLORIDE	60MG
CARBIDOPA; LEVODOPA	23.75MG;95MG
CARBIDOPA; LEVODOPA	36.25MG;145MG
CARBIDOPA; LEVODOPA	48.75MG;195MG
CARBIDOPA; LEVODOPA	61.25MG;245MG
PROPAFENONE HYDROCHLORIDE	225MG
PROPAFENONE HYDROCHLORIDE	325MG
PROPAFENONE HYDROCHLORIDE	425MG
TROSPIUM CHLORIDE	60MG 
THEOPHYLLINE	50MG
THEOPHYLLINE	75MG
THEOPHYLLINE	100MG
THEOPHYLLINE	125MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	60MG
THEOPHYLLINE	125MG
THEOPHYLLINE	250MG
THEOPHYLLINE	50MG
THEOPHYLLINE	100MG
THEOPHYLLINE	200MG
THEOPHYLLINE	250MG
THEOPHYLLINE	300MG
PHENDIMETRAZINE TARTRATE	105MG
PSEUDOEPHEDRINE HYDROCHLORIDE	120MG 
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
CHLORPHENIRAMINE MALEATE	8MG
CHLORPHENIRAMINE MALEATE	12MG
TRIMEPRAZINE TARTRATE	EQ 5MG BASE
THEOPHYLLINE	100MG
THEOPHYLLINE	400MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	50MG
THEOPHYLLINE	75MG
THEOPHYLLINE	125MG
THEOPHYLLINE	200MG
THEOPHYLLINE	260MG
THEOPHYLLINE	130MG
THEOPHYLLINE	130MG
THEOPHYLLINE	260MG
THEOPHYLLINE	125MG
THEOPHYLLINE	250MG
THEOPHYLLINE	125MG
THEOPHYLLINE	250MG
THEOPHYLLINE	100MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	100MG
THEOPHYLLINE	125MG
THEOPHYLLINE	200MG
THEOPHYLLINE	300MG
THEOPHYLLINE	260MG
THEOPHYLLINE	300MG
THEOPHYLLINE	125MG
THEOPHYLLINE	250MG
CHLORPROMAZINE HYDROCHLORIDE	30MG
CHLORPROMAZINE HYDROCHLORIDE	75MG
CHLORPROMAZINE HYDROCHLORIDE	150MG
CHLORPROMAZINE HYDROCHLORIDE	200MG
CHLORPROMAZINE HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	120MG
DILTIAZEM HYDROCHLORIDE	180MG
DILTIAZEM HYDROCHLORIDE	240MG
DILTIAZEM HYDROCHLORIDE	300MG
DILTIAZEM HYDROCHLORIDE	360MG
DILTIAZEM HYDROCHLORIDE	420MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	4MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	4MG
TOLTERODINE TARTRATE	2MG
TOLTERODINE TARTRATE	4MG
PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE	120MG;5MG
TOPIRAMATE	25MG
TOPIRAMATE	50MG
TOPIRAMATE	100MG
TOPIRAMATE	200MG
TROSPIUM CHLORIDE	60MG
TROSPIUM CHLORIDE	60MG
TROSPIUM CHLORIDE	60MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	1.2MG;10MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	2.4MG;20MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	3.6MG;30MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	4.8MG;40MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	7.2MG;60MG
NALTREXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE	9.6MG;80MG
CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX	EQ 4MG MALEATE;EQ 5MG BITARTRATE
CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX	EQ 8MG MALEATE;EQ 10MG BITARTRATE
DIAZEPAM	15MG
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 150MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 37.5MG BASE
VENLAFAXINE HYDROCHLORIDE	EQ 75MG BASE
